id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-220716,medium,Accounts must be configured to require password expiration.,Passwords that do not expire increase exposure with a greater probability of being discovered or cracked.,None,SV-220716r569187_rule,F-22420r554634_fix,"Configure all passwords to expire.
Run ""Computer Management"".
Navigate to System Tools >> Local Users and Groups >> Users.
Double click each active account.
Ensure ""Password never expires"" is not checked on all active accounts.",C-22431r554633_chk,"Run ""Computer Management"".
Navigate to System Tools >> Local Users and Groups >> Users.
Double click each active account.

If ""Password never expires"" is selected for any account, this is a finding."
V-220920,medium,"The machine inactivity limit must be set to 15 minutes, locking the system with the screensaver.",Unattended systems are susceptible to unauthorized use and should be locked when unattended.  The screen saver should be set at a maximum of 15 minutes and be password protected.  This protects critical and sensitive data from exposure to unauthorized personnel with physical access to the computer.,None,SV-220920r569187_rule,F-22624r555246_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive logon: Machine inactivity limit"" to ""900"" seconds"" or less, excluding ""0"" which is effectively disabled.",C-22635r555245_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: InactivityTimeoutSecs

Value Type: REG_DWORD
Value: 0x00000384 (900) (or less, excluding ""0"" which is effectively disabled)"
V-220921,medium,The required legal notice must be configured to display before console logon.,Failure to display the logon banner prior to a logon attempt will negate legal proceedings resulting from unauthorized access to system resources.,None,SV-220921r569187_rule,F-22625r555249_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive logon: Message text for users attempting to log on"" to the following.

You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants.  Such communications and work product are private and confidential.  See User Agreement for details.",C-22636r555248_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: LegalNoticeText

Value Type: REG_SZ
Value: 
You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants.  Such communications and work product are private and confidential.  See User Agreement for details."
V-220922,low,The Windows dialog box title for the legal banner must be configured.,Failure to display the logon banner prior to a logon attempt will negate legal proceedings resulting from unauthorized access to system resources.,None,SV-220922r569187_rule,F-22626r555252_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive logon: Message title for users attempting to log on"" to ""DoD Notice and Consent Banner"", ""US Department of Defense Warning Statement"", or a site-defined equivalent.

If a site-defined title is used, it can in no case contravene or modify the language of the banner text required in WN10-SO-000075.",C-22637r555251_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: LegalNoticeCaption

Value Type: REG_SZ
Value: See message title above

""DoD Notice and Consent Banner"", ""US Department of Defense Warning Statement"" or a site-defined equivalent, this is a finding.

If a site-defined title is used, it can in no case contravene or modify the language of the banner text required in WN10-SO-000075."
V-220923,low,Caching of logon credentials must be limited.,"The default Windows configuration caches the last logon credentials for users who log on interactively to a system.  This feature is provided for system availability reasons, such as the user's machine being disconnected from the network or domain controllers being unavailable.  Even though the credential cache is well-protected, if a system is attacked, an unauthorized individual may isolate the password to a domain user account using a password-cracking program and gain access to the domain.",None,SV-220923r569187_rule,F-22627r555255_fix,"This is the default configuration for this setting (10 logons to cache).

Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive logon: Number of previous logons to cache (in case domain controller is not available)"" to ""10"" logons or less.

This setting only applies to domain-joined systems, however, it is configured by default on all systems.",C-22638r555254_chk,"This is the default configuration for this setting (10 logons to cache).

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive:  HKEY_LOCAL_MACHINE 
Registry Path:  \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name:  CachedLogonsCount

Value Type:  REG_SZ
Value:  10 (or less)

This setting only applies to domain-joined systems, however, it is configured by default on all systems."
V-220924,medium,The Smart Card removal option must be configured to Force Logoff or Lock Workstation.,Unattended systems are susceptible to unauthorized use and must be locked.  Configuring a system to lock when a smart card is removed will ensure the system is inaccessible when unattended.,None,SV-220924r569187_rule,F-22628r555258_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Interactive logon: Smart card removal behavior"" to  ""Lock Workstation"" or ""Force Logoff"".",C-22639r555257_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive:  HKEY_LOCAL_MACHINE
Registry Path:  \SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\

Value Name:  SCRemoveOption

Value Type:  REG_SZ
Value:  1 (Lock Workstation) or 2 (Force Logoff)

This can be left not configured or set to ""No action"" on workstations with the following conditions.  This must be documented with the ISSO.
-The setting cannot be configured due to mission needs, or because it interferes with applications.
-Policy must be in place that users manually lock workstations when leaving them unattended.
-The screen saver is properly configured to lock as required."
V-220925,medium,The Windows SMB client must be configured to always perform SMB packet signing.,"The server message block (SMB) protocol provides the basis for many network operations.  Digitally signed SMB packets aid in preventing man-in-the-middle attacks.  If this policy is enabled, the SMB client will only communicate with an SMB server that performs SMB packet signing.",None,SV-220925r569187_rule,F-22629r555261_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Microsoft network client: Digitally sign communications (always)"" to ""Enabled"".",C-22640r555260_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters\

Value Name: RequireSecuritySignature

Value Type: REG_DWORD
Value: 1"
V-220869,medium,Windows 10 must be configured to prevent Windows apps from being activated by voice while the system is locked.,Allowing Windows apps to be activated by voice from the lock screen could allow for unauthorized use. Requiring logon will ensure the apps are only used by authorized personnel.,None,SV-220869r569187_rule,F-22573r555093_fix,"Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Privacy >> ""Let Windows apps activate with voice while the system is locked"" to ""Enabled"" with “Default for all Apps:” set to “Force Deny”. 

The requirement is NA if the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> App Privacy >> ""Let Windows apps activate with voice"" is configured to ""Enabled"" with “Default for all Apps:” set to “Force Deny”.",C-22584r555092_chk,"This setting requires v1903 or later of Windows 10; it is NA for prior versions.  The setting is NA when the “Allow voice activation” policy is configured to disallow applications to be activated with voice for all users.
If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppPrivacy\

Value Name: LetAppsActivateWithVoiceAboveLock

Type: REG_DWORD
Value: 0x00000002 (2)

If the following registry value exists and is configured as specified, requirement is NA. 

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\AppPrivacy\

Value Name: LetAppsActivateWithVoice

Type: REG_DWORD
Value: 0x00000002 (2)"
V-220927,medium,The Windows SMB server must be configured to always perform SMB packet signing.,"The server message block (SMB) protocol provides the basis for many network operations.  Digitally signed SMB packets aid in preventing man-in-the-middle attacks.  If this policy is enabled, the SMB server will only communicate with an SMB client that performs SMB packet signing.",None,SV-220927r569187_rule,F-22631r555267_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Microsoft network server: Digitally sign communications (always)"" to ""Enabled"".",C-22642r555266_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Services\LanManServer\Parameters\

Value Name: RequireSecuritySignature

Value Type: REG_DWORD
Value: 1"
V-220928,high,Anonymous SID/Name translation must not be allowed.,Allowing anonymous SID/Name translation can provide sensitive information for accessing a system.  Only authorized users must be able to perform such translations.,None,SV-220928r569187_rule,F-22632r555270_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Allow anonymous SID/Name translation"" to ""Disabled"".",C-22643r555269_chk,"Verify the effective setting in Local Group Policy Editor.
Run ""gpedit.msc"".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options.

If the value for ""Network access: Allow anonymous SID/Name translation"" is not set to ""Disabled"", this is a finding."
V-220929,high,Anonymous enumeration of SAM accounts must not be allowed.,"Anonymous enumeration of SAM accounts allows anonymous log on users (null session connections) to list all accounts names, thus providing a list of potential points to attack the system.",None,SV-220929r569187_rule,F-22633r555273_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Do not allow anonymous enumeration of SAM accounts"" to ""Enabled"".",C-22644r555272_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Lsa\

Value Name: RestrictAnonymousSAM

Value Type: REG_DWORD
Value: 1"
V-220758,medium,The system must be configured to audit Logon/Logoff - Logon failures.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Logon records user logons. If this is an interactive logon, it is recorded on the local system. If it is to a network share, it is recorded on the system accessed.",None,SV-220758r569187_rule,F-22462r554760_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Logon"" with ""Failure"" selected.",C-22473r554759_chk,"Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN10-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following.  If the system does not audit the following, this is a finding:

Logon/Logoff >> Logon - Failure"
V-220943,low,The default permissions of global system objects must be increased.,"Windows systems maintain a global list of shared system resources such as DOS device names, mutexes, and semaphores. Each type of object is created with a default DACL that specifies who can access the objects with what permissions. If this policy is enabled, the default DACL is stronger, allowing non-admin users to read shared objects, but not modify shared objects that they did not create.",None,SV-220943r569187_rule,F-22647r555315_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""System objects: Strengthen default permissions of internal system objects (e.g. Symbolic links)"" to ""Enabled"".",C-22658r555314_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SYSTEM\CurrentControlSet\Control\Session Manager\

Value Name: ProtectionMode

Value Type: REG_DWORD
Value: 1"
V-220891,medium,Exploit Protection mitigations in Windows 10 must be configured for OIS.EXE.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220891r569308_rule,F-22595r569307_fix,"Ensure the following mitigations are configured as shown for OIS.EXE:

DEP:
Override DEP: False

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22606r569306_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name OIS.EXE"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
OverrideDEP: False

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220887,medium,"Exploit Protection mitigations in Windows 10 must be configured for java.exe, javaw.exe, and javaws.exe.","Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220887r569187_rule,F-22591r555147_fix,"Ensure the following mitigations are configured for java.exe, javaw.exe, and javaws.exe:

DEP:
Override DEP: False

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False


Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22602r555146_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name [application name]"" with each of the following substituted for [application name]:
java.exe, javaw.exe, and javaws.exe
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False


The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220886,medium,Exploit Protection mitigations in Windows 10 must be configured for INFOPATH.EXE.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220886r569187_rule,F-22590r555144_fix,"Ensure the following mitigations are configured as shown for INFOPATH.EXE:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22601r555143_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name INFOPATH.EXE"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220885,medium,Exploit Protection mitigations in Windows 10 must be configured for iexplore.exe.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220885r569187_rule,F-22589r555141_fix,"Ensure the following mitigations are configured as shown for iexplore.exe:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22600r555140_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name iexplore.exe"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220884,medium,Exploit Protection mitigations in Windows 10 must be configured for GROOVE.EXE.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220884r569187_rule,F-22588r555138_fix,"Ensure the following mitigations are configured as shown GROOVE.EXE:

DEP:
OverrideDEP: False

ASLR:
OverrideBlockRemoteImages: False

ImageLoad:
ForceRelocateImages: True

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Child Process:
OverrideChildProcess: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22599r555137_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name GROOVE.EXE"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
OverrideDEP: False

ASLR:
ForceRelocateImages: On

ImageLoad:
OverrideBlockRemoteImages: False

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False


Child Process:
OverrideChildProcess: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here.  If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220867,medium,The Windows Remote Management (WinRM) service must not store RunAs credentials.,Storage of administrative credentials could allow unauthorized access.  Disallowing the storage of RunAs credentials for Windows Remote Management will prevent them from being used with plug-ins.,None,SV-220867r569187_rule,F-22571r555087_fix,"Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Disallow WinRM from storing RunAs credentials"" to ""Enabled"".",C-22582r555086_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: DisableRunAs

Value Type: REG_DWORD
Value: 1"
V-220882,medium,Exploit Protection mitigations in Windows 10 must be configured for firefox.exe.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220882r569187_rule,F-22586r555132_fix,"Ensure the following mitigations are configured as shown  firefox.exe:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: On

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"". It is recommended the file be in a read-only network location.",C-22597r555131_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name firefox.exe"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)
If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: On

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220881,medium,Exploit Protection mitigations in Windows 10 must be configured for EXCEL.EXE.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220881r569187_rule,F-22585r555129_fix,"Ensure the following mitigations are configured as shown for EXCEL.EXE:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22596r555128_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name EXCEL.EXE"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
Override DEP: False

ASLR:
ForceRelocateImages: ON

Payload:
OverrideExportAddressFilter: False
OverrideExportAddressFilterPlus: False
OverrideImportAddressFilter: False
OverrideEnableRopStackPivot: False
OverrideEnableRopCallerCheck: False
OverrideEnableRopSimExec: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220880,medium,Exploit Protection mitigations in Windows 10 must be configured for chrome.exe.,"Exploit protection in Windows 10 provides a means of enabling additional mitigations against potential threats at the system and application level. Without these additional application protections, Windows 10 may be subject to various exploits.",None,SV-220880r569187_rule,F-22584r555126_fix,"Ensure the following mitigations are configured as shown forchrome.exe:

DEP:
OverrideDEP: False

Application mitigations defined in the STIG are configured by a DoD EP XML file included with the Windows 10 STIG package in the ""Supporting Files"" folder.

The XML file is applied with the group policy setting Computer Configuration >> Administrative Settings >> Windows Components >> Windows Defender Exploit Guard >> Exploit Protection >> ""Use a common set of exploit protection settings"" configured to ""Enabled"" with file name and location defined under ""Options:"".  It is recommended the file be in a read-only network location.",C-22595r555125_chk,"This is NA prior to v1709 of Windows 10.

This is applicable to unclassified systems, for other systems this is NA.

Run ""Windows PowerShell"" with elevated privileges (run as administrator).

Enter ""Get-ProcessMitigation -Name chrome.exe"".
(Get-ProcessMitigation can be run without the -Name parameter to get a list of all application mitigations configured.)

If the following mitigations do not have the listed status which is shown below, this is a finding:

DEP:
OverrideDEP: False

The PowerShell command produces a list of mitigations; only those with a required status are listed here. If the PowerShell command does not produce results, ensure the letter case of the filename within the command syntax matches the letter case of the actual filename on the system."
V-220950,medium,"User Account Control must run all administrators in Admin Approval Mode, enabling UAC.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting enables UAC.",None,SV-220950r569187_rule,F-22654r555336_fix,"Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Run all administrators in Admin Approval Mode"" to ""Enabled"".",C-22665r555335_chk,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: EnableLUA

Value Type: REG_DWORD
Value: 1"
V-230220,medium,PowerShell Transcription must be enabled on Windows 10.,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Enabling PowerShell Transcription will record detailed information from the processing of PowerShell commands and scripts. This can provide additional detail when malware has run on a system.",None,SV-230220r569300_rule,F-32522r569299_fix,"Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> ""Turn on PowerShell Transcription"" to ""Enabled"".

Specify the Transcript output directory to point to a Central Log Server or another secure location to prevent user access.",C-32548r569298_chk,"If the following registry value does not exist or is not configured as specified, this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription\

Value Name: EnableTranscripting

Value Type: REG_DWORD
Value: 1"
